1,131498709,0.366
0,131708814,0.372
1,132205893,0.323
0,134235008,0.393
1,134389731,0.412
0,136364624,0.389
1,136451891,0.575
0,136451939,0.656
1,137823070,0.342
1,137953001,0.402
0,138617945,0.600
1,138819549,0.577
1,141465838,0.447
1,143465526,0.379
0,143465607,0.623
1,144543869,0.377
1,144829403,0.459
0,144829451,0.489
1,145775884,0.508
1,147328011,0.358
1,148087513,0.486
1,149404396,0.528
0,149530000,0.468
1,149530001,0.494
0,150387221,0.686
0,151467758,0.362
0,151571334,0.374
1,151571335,0.380
0,153200337,0.331
1,153200353,0.351
1,153706379,0.496
0,154132001,0.374
1,155923334,0.623
0,155923415,0.737
0,156147989,0.503
0,156235928,0.408
0,156431516,0.510
1,156431565,0.568
1,158046860,0.445
0,158046955,0.994
1,158844235,0.331
1,160915477,0.475
0,161648986,0.413
1,161681599,0.517
0,162694490,0.390
1,162750137,0.490
0,162750185,0.527
1,163233062,0.326
1,165602335,0.336
1,166072785,0.672
1,166985932,0.360
1,167138913,0.387
1,167272112,0.356
0,167499735,0.488
1,167532879,0.679
1,167948684,0.378
0,168595840,0.468
1,168891231,0.341
0,169120742,0.367
1,169120775,0.417
1,170552431,0.438
0,172316052,0.417
1,172429983,0.384
1,174820709,0.351
0,174883495,0.362
0,175234842,0.833
1,176493050,0.355
1,177115387,0.440
0,177329025,0.394
1,177544171,0.384
0,180918915,0.335
1,183278075,0.629
1,183347040,0.434
1,185940562,0.331
0,187813786,0.345
0,188058626,0.379
1,190118729,0.351
0,190118745,0.374
1,191552712,0.567
1,192530458,0.598
1,192732964,0.388
1,192918784,0.463
1,194831389,0.591
0,197945191,0.346
1,199152193,0.350
1,200151110,0.413
1,200201379,0.603
1,200331328,0.794
0,200441736,0.481
1,200475210,0.972
0,202787453,0.395
0,203135423,0.471
1,203206065,0.624
1,203338457,0.624
1,203802392,0.399
1,204375586,0.488
0,204375634,0.563
1,204940618,0.360
0,205136670,0.467
1,206279945,0.345
1,206376656,0.362
0,209260334,0.629
1,211989633,0.351
0,215989465,0.386
1,216024909,0.474
0,216289448,0.335
1,217025748,0.365
1,217114790,0.383
0,217560457,0.924
0,217641577,0.435
1,217677181,0.688
0,218809132,0.400
1,218809198,0.454
0,219646784,0.380
1,220317869,0.495
0,221330231,0.766
1,222648334,0.435
0,222991291,0.362
0,223169831,0.385
1,223205385,0.666
1,223908271,0.383
0,224151240,0.329
1,224283678,0.358
1,224443616,0.410
0,224654307,0.418
1,224654324,0.442
1,225264957,0.354
1,225399282,0.347
0,225933044,0.413
1,225933094,0.502
1,226861745,0.381
0,226861824,0.433
1,227602856,0.418
0,228211678,0.605
0,229568741,0.442
1,229568775,0.477
1,229639675,0.529
0,229639755,0.913
1,230986050,0.368
0,231992953,0.421
1,232273000,0.352
0,233161996,0.375
1,233197377,0.533
0,233307046,0.550
0,235070026,0.539
1,235070076,0.628
0,240460864,0.467
1,240496459,0.643
0,240829082,0.349
1,240904178,0.508
1,244137756,0.354
0,246159905,0.352
0,247472797,0.503
1,247472814,0.510
1,247557872,0.544
0,248502187,0.358
1,248537534,0.637
1,249853449,0.603
1,251607914,0.372
1,253942790,0.444
0,255497004,0.376
1,256669247,0.429
0,258266779,0.588
1,258567407,0.367
1,261142471,0.357
1,263294517,0.334
0,264986253,0.331
0,265252744,0.363
0,266777151,0.564
0,267753171,0.397
1,268492738,0.819
1,271596291,0.583
0,271596340,0.657
0,272341355,0.331
1,274043035,0.427
1,275987271,0.408
0,276414599,0.386
1,276450093,0.510
0,278161319,0.419
0,278458572,0.392
0,279618281,0.471
0,282129799,0.450
1,282129849,0.521
0,284288208,0.415
1,284323660,0.542
1,284493516,0.326
1,284726416,0.448
0,284726431,0.450
1,286286079,0.496
0,287004437,0.460
1,287136939,0.554
0,287137020,0.686
1,287519399,0.476
0,287519446,0.509
1,287747952,0.329
1,288316926,0.494
1,289746604,0.334
0,291053187,0.427
1,291088587,0.641
1,292721043,0.412
0,292721076,0.462
0,293982181,0.473
0,295275916,0.363
1,295275949,0.413
0,297283051,0.324
1,297318423,0.629
1,297506598,0.347
0,297506663,0.474
0,297615587,0.393
1,297615604,0.413
0,302151327,0.326
1,304802517,0.388
1,305863400,0.367
1,306704756,0.501
0,306951497,0.425
1,306951546,0.490
1,308569291,0.562
1,308660818,0.567
0,311538089,0.430
1,311574876,0.659
1,312267442,0.334
0,312267507,0.444
1,313207530,0.382
0,313207609,0.716
1,314779114,0.451
0,315802907,0.351
1,316804732,0.421
0,319640678,0.575
1,319676148,0.720
0,319952804,0.367
0,320579023,0.323
1,321081168,0.624
0,321081217,0.659
0,322818363,0.488
1,322818363,0.504
1,323922220,0.409
0,324096294,0.423
0,326726518,0.390
1,326726568,0.445
1,327161925,0.562
0,327162004,1.084
0,327934197,0.367
1,327969600,0.567
0,329914723,0.428
1,330156476,0.454
0,330495095,0.328
0,331376756,0.502
1,331376789,0.593
0,331836718,0.548
0,333452258,0.359
0,334317391,0.431
0,335830805,0.527
1,335866188,0.606
0,336209081,0.360
0,338593253,0.637
1,338832325,0.402
1,340008645,0.336
0,343533372,0.370
0,344710818,0.368
0,347665757,0.380
0,349216379,0.575
0,349710896,0.375
1,349746362,0.520
1,350222227,0.355
1,350991337,0.330
0,351887300,0.371
1,351922520,0.568
1,356268795,0.378
1,357457789,0.392
0,358203076,0.484
1,358257190,0.741
0,358428303,0.362
1,359567941,0.567
0,359568006,0.674
1,359824683,0.365
0,360362827,0.492
1,360799328,0.358
0,361235819,0.333
1,361442264,0.399
1,362096234,0.359
0,362218658,0.352
1,363145145,0.621
0,364118875,0.407
1,364154288,0.499
0,366524036,0.417
1,366559364,0.513
0,367150609,0.620
1,367150626,0.622
1,368450758,0.504
0,369571947,0.479
1,369571979,0.539
1,369878918,0.396
0,371140428,0.513
1,371140493,0.579
1,371386514,0.338
1,371997850,0.393
1,372278343,0.412
0,372381670,0.395
0,373346765,0.455
1,373346815,0.512
0,374150624,0.562
0,374250987,0.561
1,374251020,0.640
1,377352944,0.329
0,381378080,0.347
1,381485682,0.444
0,383219869,0.361
1,383552278,0.429
0,383552326,0.501
1,383845863,0.331
1,385629598,0.354
0,385886242,0.346
0,386583300,0.424
1,388114643,0.348
0,388915653,0.613
1,388915702,0.683
1,389457934,0.426
0,389458014,0.763
0,390477464,0.360
1,390841260,0.335
0,391532180,0.322
1,393695023,0.451
0,394660506,0.333
1,395252991,0.357
1,395725718,0.405
1,396016050,0.370
0,396404651,0.376
1,396802856,0.379
0,397926855,0.347
0,400421935,0.413
1,400457543,0.508
1,400870185,0.469
1,403758125,0.324
1,404509707,0.386
1,404750259,0.476
0,404944394,0.405
1,404979764,0.675
1,405399981,0.601
0,405400029,0.666
1,405505430,0.324
0,407179916,0.365
1,407525047,0.347
1,408307382,0.574
1,408681379,0.470
0,409269146,0.574
1,409269179,0.641
1,411869537,0.351
1,413540299,0.361
1,414418894,0.521
1,416732487,0.349
1,417385563,0.433
1,419835793,0.458
0,419835809,0.449
0,421126470,0.502
0,422977228,0.416
1,423540209,0.365
1,423640923,0.347
1,425993837,0.355
1,427050255,0.462
0,428618893,0.386
1,428993843,0.358
1,429568239,0.451
1,429806524,0.655
1,429971459,0.657
1,431977589,0.407
1,432176217,0.475
0,432176249,0.495
1,433581723,0.362
1,434520488,0.420
0,434520535,0.483
1,434994567,0.505
1,435383793,0.350
0,435838341,0.357
1,436009298,0.368
0,436642680,0.377
0,437595111,0.450
1,437595161,0.508
1,438701231,0.340
1,440816940,0.388
0,442350068,0.501
1,442350068,0.511
1,442443925,0.326
0,442444004,0.819
1,442851098,0.323
0,444837448,0.334
1,444837497,0.395
0,447020308,0.695
1,447316199,0.428
0,447316263,0.479
1,448125428,0.521
1,450083344,0.412
1,450744633,0.330
1,451551511,0.435
0,453433550,0.338
1,453469033,0.418
0,454154552,0.379
1,454190037,0.530
1,455906279,0.484
1,458042927,0.435
0,458825456,0.355
1,458860824,0.759
0,459236672,0.338
0,459653948,0.405
1,459653981,0.473
1,460185490,0.350
1,463310486,0.388
0,463310502,0.406
1,463609632,0.358
0,464299244,0.488
1,464334640,0.604
0,464921528,0.728
0,465211199,0.702
0,465691886,0.471
0,466283641,0.496
0,467161700,0.479
1,467197172,0.671
0,468861282,0.552
1,468896715,0.736
1,469414510,0.324
1,469594517,0.665
0,470274649,0.455
1,470274666,0.483
1,471002832,0.510
1,472115154,0.384
0,472115233,0.509
0,472744274,0.732
1,473239607,0.450
0,473334236,0.492
1,473369683,0.603
1,474357601,0.477
1,475121499,0.583
0,477234778,0.366
1,477270468,0.720
0,480313580,0.359
0,481098235,0.384
1,482465419,0.446
1,482749924,0.373
0,482986325,0.349
1,483021698,0.584
1,483261044,0.341
0,484830342,0.381
1,484830392,0.446
0,485785690,0.328
0,485926990,0.788
0,488122074,0.426
1,488518643,0.531
0,488518706,0.683
0,488927687,0.465
1,488927704,0.508
0,489145303,0.454
1,489145320,0.449
1,493155707,0.475
0,493155706,0.498
1,493604953,0.554
1,494157398,0.344
0,495235560,0.658
0,495449331,0.496
1,496268099,0.471
0,499778809,0.639
0,500448663,0.463
0,501937567,0.420
1,502258651,0.443
0,504846377,0.355
1,504881909,0.700
0,506159272,0.372
1,507379305,0.572
1,508820075,0.575
1,509424303,0.327
0,509881954,0.406
1,509882004,0.493
0,510180849,0.606
1,510384489,0.408
0,511574319,0.663
1,513051368,0.385
0,514990607,0.365
1,514990640,0.431
0,515395906,0.755
0,516479971,0.428
0,518324731,0.439
0,519119148,0.327
0,520771191,0.377
0,521544012,0.425
1,521544061,0.475
1,522072121,0.428
1,522734626,0.467
0,522819138,0.446
0,526088038,0.359
1,527893835,0.464
0,527953368,0.328
0,528502587,0.342
0,529461020,0.347
1,529496302,0.424
1,530541635,0.341
0,532393133,0.368
1,533226792,0.495
0,533226856,0.592
0,534475095,0.444
1,534510389,0.562
1,536483836,0.542
0,537011536,0.473
1,537065599,1.002
1,537529976,0.448
0,537941250,0.488
0,538187978,0.705
1,539472963,0.463
0,539472995,0.471
1,540171952,0.355
0,540485555,0.407
1,540932141,0.416
0,541474305,0.369
0,541822415,0.403
1,541822482,0.481
1,547638977,0.583
1,549952258,0.355
0,552133229,0.407
1,552610670,0.486
1,553469173,0.381
0,554471127,0.392
1,554506460,0.771
0,554858200,0.350
1,554858249,0.423
1,555182179,0.401
0,556896745,0.450
1,556932145,0.576
1,557496941,0.359
1,562315421,0.335
1,562474848,0.342
1,563889827,0.617
0,563889891,0.653
0,565899628,0.468
1,565899661,0.535
0,566587688,0.567
1,566587704,0.640
1,567518750,0.484
0,567518798,0.562
1,568470887,0.405
1,568533820,0.590
0,568533835,0.621
0,569459560,0.375
1,569459592,0.412
0,569559463,0.510
1,569559528,0.607
0,569863566,0.375
0,570076444,0.380
1,570111921,0.625
1,570604704,0.359
0,571426906,0.324
1,572583174,0.432
1,572674470,0.691
0,572674535,0.805
0,574164995,0.335
1,575147365,0.377
1,576145943,0.369
1,577153850,0.502
0,577525081,0.455
1,577560479,0.645
1,578057343,0.816
0,579029602,0.373
1,580107973,0.439
0,580212851,0.388
1,582152844,0.459
1,582977927,0.399
1,583142606,0.369
1,584596013,0.546
0,585622555,0.371
0,586097719,0.594
1,586173139,0.376
1,586349816,0.495
1,588563569,0.325
1,589249409,0.409
1,591509331,0.461
0,591716512,0.439
1,591751979,0.634
0,592262755,0.421
1,592262788,0.458
0,592457892,0.362
1,592457940,0.446
0,593505333,0.413
1,593901485,0.470
0,593901564,0.995
0,595393520,0.364
1,596276068,0.371
0,597011505,0.337
1,597266075,0.525
0,599225257,0.416
0,599753500,0.366
1,599885370,0.436
1,601168247,0.341
0,601357625,0.481
1,601357691,0.558
0,602550259,0.351
1,602585701,0.573
0,603113472,0.529
1,603148834,0.745
1,603266544,0.337
0,604353636,0.753
0,609585035,0.455
1,610656318,0.592
1,611278309,0.540
1,611394519,0.322
1,614145753,0.330
1,616735475,0.413
0,616792122,0.541
1,616792139,0.564
0,617654103,0.405
1,617921317,0.442
1,618229331,0.365
1,618630268,0.345
1,620114027,0.417
1,621272491,0.532
0,621272507,0.532
1,622521891,0.330
0,625161719,0.517
1,625198847,0.815
1,625378168,0.500
1,626662249,0.575
0,626662297,0.646
1,627225487,0.360
1,628212407,0.371
0,629911533,0.477
1,630452450,0.614
0,630452482,0.653
1,631841805,0.349
1,633201469,0.369
1,633240014,0.330
1,634308259,0.361
1,634416501,0.668
1,634550817,0.459
1,634702105,0.349
1,635256593,0.398
0,635789874,0.334
1,635999875,0.623
0,638864367,0.535
1,638899756,0.751
0,638938915,0.417
1,638974527,0.641
1,639345718,0.351
1,639431084,0.475
1,641359605,0.488
0,641359621,0.509
1,643782107,0.339
0,646216144,0.354
0,646705143,0.364
1,646744474,0.450
1,648030539,0.648
1,648924079,0.357
0,649467953,0.547
0,650794460,0.342
0,655121078,0.423
0,655631497,0.372
1,655798513,0.667
0,656450629,0.352
1,660207667,0.512
0,660585056,0.380
0,660750627,0.349
1,660750676,0.413
1,663152954,0.409
0,663946455,0.421
1,663981893,0.700
0,665381084,0.342
1,667686957,0.442
1,667927447,0.379
0,668442368,0.582
1,669264565,0.649
0,669519670,0.372
1,669990569,0.450
1,671207096,0.822
1,671254300,0.612
1,673295791,0.471
0,674509461,0.596
1,675163178,0.562
0,675746859,0.385
1,675782433,0.511
1,677607828,0.424
1,678268059,0.382
1,678932841,0.442
0,680255039,0.361
1,681259294,0.329
1,681969341,0.450
0,681969406,0.521
0,682381988,0.498
1,682833394,0.509
0,682833473,0.662
0,686860563,0.782
1,689103914,0.404
1,692913031,0.521
0,694915251,0.458
1,695607121,0.329
0,695724667,0.418
0,697954921,0.437
0,699778071,0.363
0,700145465,0.396
1,700180968,0.841
1,700637546,0.409
0,700668273,0.641
1,700703663,0.775
0,701018398,0.359
1,706260108,0.436
0,707163815,0.432
1,707163864,0.471
0,707363352,0.709
0,709370314,0.388
1,709370331,0.430
0,709920930,0.413
1,709920946,0.450
1,710989055,0.442
0,711193176,0.396
1,711237866,0.538
1,713675726,0.329
1,713898941,0.567
0,714170496,0.417
1,714170562,0.521
0,715887860,0.358
1,716293956,0.522
0,716294035,0.625
0,716694592,0.342
1,716694641,0.366
1,716779506,0.402
1,717043265,0.384
1,719769700,0.353
0,719880468,0.402
1,719915756,0.546
1,721073788,0.429
1,721197419,0.360
1,721659402,0.328
0,722930849,0.367
1,724151726,0.400
0,724151806,0.508
1,724850113,0.326
0,724923204,0.450
0,725831313,0.356
1,725831329,0.365
1,726367861,0.468
0,726660909,0.372
0,726813307,0.532
1,726813374,0.637
1,727041506,0.521
1,727641515,0.395
0,729322724,0.359
1,731402764,0.468
1,731527161,0.400
0,732658353,0.476
0,734129477,0.492
1,734164739,0.804
0,735314172,0.352
1,735314189,0.384
0,735550511,0.391
1,735603789,0.488
1,735819985,0.385
1,736027638,0.357
0,736145143,0.334
0,737603640,0.369
0,737704562,0.513
1,738442581,0.370
0,738793155,0.341
0,739045689,0.354
1,739081008,0.579
1,739239210,0.367
0,740002531,0.393
1,740002598,0.453
0,741184203,0.338
1,742119026,0.433
0,742554769,0.329
0,742779734,0.407
1,742816290,0.622
1,743391269,0.340
0,743424197,0.388
0,744777185,0.361
0,746389377,0.384
1,746876222,0.631
1,747401307,0.403
1,748369732,0.359
1,748587792,0.440
1,748810414,0.427
0,748852566,0.345
1,749118844,0.405
0,749118876,0.404
1,750708119,0.326
1,750971672,0.347
1,751945755,0.426
1,755339363,0.359
1,755421280,0.338
1,755600797,0.500
1,756432495,0.446
1,756707928,0.392
0,756708007,0.621
1,756843392,0.569
0,756843455,0.823
0,757576853,0.391
1,757802231,0.347
1,757959122,0.626
1,759533601,0.428
0,760016848,0.354
1,760177618,0.360
1,760425233,0.425
1,761394906,0.386
0,761752201,0.521
1,761752234,0.555
1,763737432,0.496
1,764588772,0.381
1,765112688,0.425
0,765842418,0.363
1,765842403,0.374
0,766646978,0.433
0,767886074,0.625
1,767886124,0.733
0,769460125,0.467
1,769989017,0.342
0,770070437,0.446
1,770070454,0.450
0,771913942,0.467
1,771913975,0.542
0,772350046,0.405
1,772385430,0.869
1,772985534,0.341
1,773614824,0.500
1,774820237,0.663
0,776197108,0.360
1,777960394,0.372
1,782189137,0.327
0,782259330,0.459
0,784349111,0.548
0,785370299,0.389
1,785455851,0.362
0,785754629,0.375
1,789088601,0.510
0,790684991,0.322
1,790720342,0.702
1,793225521,0.370
1,793521366,0.449
0,793521447,0.739
1,794249595,0.399
1,794948566,0.335
1,795398103,0.605
0,795398119,0.618
0,796380734,0.475
1,797565281,0.334
0,797928000,0.380
1,798369085,0.330
0,798557706,0.369
1,798557756,0.425
1,798775113,0.571
1,799753758,0.484
0,800001834,0.475
1,801043252,0.407
0,801657275,0.388
1,801692698,0.519
1,803010200,0.503
0,804415932,0.442
1,804746178,0.378
1,804955819,0.734
1,805431698,0.373
1,806990510,0.337
0,807038702,0.494
1,807038769,0.575
1,807308269,0.355
0,808155301,0.359
1,808190751,0.590
1,809176097,0.345
1,810790377,0.341
1,811096063,0.365
1,811322251,0.509
0,811322250,0.531
0,814171017,0.388
1,814206487,0.704
0,815707090,0.525
0,817492177,0.507
1,817566097,0.479
0,817566178,0.782
1,817960783,0.536
0,818491507,0.374
1,818526999,0.517
0,820463143,0.380
1,820606268,0.356
0,821030038,0.473
1,821030071,0.518
0,823048141,0.577
0,826321602,0.399
1,827113538,0.355
1,828519806,0.336
0,829799961,0.425
1,829800011,0.500
1,829898936,0.343
0,829898984,0.396
0,831717835,0.447
1,831717900,0.518
0,833448192,0.494
1,833448208,0.496
1,834140371,0.522
1,836020495,0.360
0,836872508,0.365
1,836872556,0.404
0,838202798,0.499
1,838202814,0.533
1,838695435,0.505
0,838695514,0.614
0,839244880,0.354
1,839624670,0.533
0,840015146,0.407
1,840015163,0.417
0,843082780,0.425
1,843752632,0.389
0,843752680,0.413
0,845054768,0.379
1,845090394,0.579
1,847182546,0.717
1,847265280,0.418
1,847637273,0.355
0,847964071,0.369
0,848127658,0.409
1,848127675,0.444
1,848262835,0.506
0,848627988,0.388
0,849828434,0.458
0,850485645,0.405
1,850521091,0.477
0,851161827,0.376
1,853623524,0.507
1,854078977,0.359
1,854430171,0.554
1,860045250,0.663
0,860045331,0.732
1,860112844,0.527
0,860155344,0.372
1,861534189,0.498
1,861852747,0.380
1,862294713,0.329
0,862343516,0.421
1,862378970,0.516
0,862819564,0.450
0,865242267,0.372
0,866341847,0.484
0,866679483,0.607
0,866715094,0.444
1,866750599,0.753
1,869062196,0.372
1,869517108,0.337
1,870245856,0.399
1,870340037,0.427
0,870859388,0.915
1,871448893,0.345
0,871575883,0.578
0,872743611,0.337
1,874084676,0.455
0,880346945,0.529
1,880382520,0.627
0,880513350,0.325
1,880629950,0.404
0,880687373,0.415
1,880780657,0.566
0,880780737,0.687
1,883019020,0.344
0,883019100,0.427
1,883169608,0.354
1,884673671,0.333
1,886042029,0.325
0,886159019,0.491
1,886159068,0.564
0,886476326,0.401
1,886511630,0.663
0,887488618,0.395
1,887523926,0.558
1,888418356,0.405
1,888541198,0.482
1,889108232,0.445
0,889108248,0.450
0,889283760,0.407
1,889319217,1.009
1,891230085,0.537
1,891474676,0.609
0,893158482,0.561
1,894952227,0.379
0,895427961,0.338
0,896693141,0.429
1,896693158,0.436
0,897246070,0.327
0,899536844,0.379
1,899573503,0.463
0,900848044,0.384
1,900848094,0.447
1,904879816,0.425
0,904879831,0.434
0,906331092,0.379
1,908428013,0.409
0,908428093,0.860
1,909022136,0.371
1,910378046,0.616
0,910378062,0.669
0,913166345,0.475
1,913201642,0.564
0,914933553,0.334
0,915131760,0.326
1,915131760,0.353
1,915225987,0.548
0,917724784,0.358
1,917805264,0.442
0,918529272,0.414
1,918564580,0.592
0,918760841,0.395
1,919314442,0.342
1,920510794,0.482
0,920541537,0.666
1,920541603,0.774
1,921676856,0.327
0,923532796,0.436
0,925410305,0.352
0,926549315,0.326
0,927188219,0.330
0,927740308,0.556
1,927775595,0.687
1,929941762,0.394
1,931021436,0.416
1,931422161,0.646
0,931738252,0.326
0,933570398,0.381
0,936461700,0.728
1,936674478,0.367
1,938262453,0.348
0,939191048,0.361
1,940159066,0.422
1,940315541,0.354
1,943727643,0.399
0,945833274,0.633
0,945929753,0.326
1,947977431,0.401
1,949322500,0.850
0,950247635,0.389
1,950769319,0.372
1,952401284,0.535
0,952998294,0.392
1,954010575,0.384
0,954509272,0.364
1,955931921,0.480
1,956679914,0.636
0,957634050,0.521
1,957634117,0.615
1,959000736,0.662
1,963063783,0.334
0,964882304,0.373
1,965795147,0.819
1,966536885,0.629
0,967346828,0.369
0,969145202,0.337
0,970423083,0.337
0,971409560,0.803
0,973291812,0.394
1,974934991,0.497
0,976237803,0.458
1,976237803,0.485
1,979514372,0.409
1,980239298,0.363
1,980601261,0.326
0,982336002,0.373
1,982336067,0.466
0,984461657,0.343
1,985276801,0.339
0,987118399,0.338
1,987153910,1.033
1,991051913,0.800
1,992508692,0.336
1,992809993,0.455
0,992810075,0.970
0,993001114,0.338
1,993036517,0.497
1,993174112,0.367
1,993915998,0.382
0,994702678,0.336
1,994702712,0.384
0,995378294,0.330
1,997175215,0.513
0,999158088,0.382
0,1000212690,0.776
1,1001050274,0.821
1,1001936078,0.367
0,1002857995,0.479
1,1002857996,0.518
1,1003000230,0.362
1,1003900955,0.674
1,1005693855,0.631
0,1006660958,0.369
1,1006696407,0.998
1,1008414991,0.538
1,1009642873,0.388
1,1009889276,0.380
0,1009889291,0.410
1,1011472814,0.421
1,1011600436,0.349
0,1012600347,0.429
1,1012635904,0.562
1,1013762856,0.490
0,1015543304,0.690
1,1015856881,0.350
1,1016966948,0.343
0,1018005076,0.341
0,1018062753,0.344
1,1019567223,0.540
0,1021348397,0.387
1,1021383829,0.527
1,1024513723,0.807
1,1025468554,0.420
1,1025766946,0.393
1,1027211578,0.350
1,1027678442,0.694
1,1030281039,0.674
1,1030350720,0.384
1,1030819575,0.696
0,1030911634,0.614
0,1031060432,0.466
1,1032089802,0.490
1,1033283619,0.584
0,1033283668,0.650
0,1039947182,0.646
0,1040700441,0.546
0,1041078948,0.664
0,1041206861,0.449
0,1041654846,0.467
1,1041690375,0.895
1,1043123082,0.508
1,1043820018,0.408
1,1044969091,0.795
0,1046501022,0.330
0,1047854010,0.662
0,1048854954,0.360
0,1050930191,0.424
1,1050930241,0.508
1,1051962100,0.349
1,1053498575,0.387
1,1053924191,0.426
1,1055428791,0.404
0,1055428854,0.836
1,1055740944,0.510
0,1056993071,0.358
1,1057933498,0.515
1,1059441146,0.486
0,1059441211,0.565
1,1060747078,0.374
1,1061274959,0.530
0,1061613857,0.363
1,1061649498,0.605
1,1062410644,0.543
0,1064111843,0.513
1,1064147304,0.782
1,1065958288,0.378
0,1065958320,0.402
0,1066340224,0.430
0,1066438531,0.355
0,1067658425,0.405
1,1068573803,0.389
0,1068573866,0.479
1,1068967494,0.412
0,1069845623,0.470
1,1069881136,0.558
1,1071180199,0.339
1,1071349116,0.525
1,1075110049,0.380
1,1078134797,0.737
0,1078960867,0.337
1,1078996403,0.577
0,1080420110,0.525
1,1080497334,0.339
0,1080667123,0.459
1,1080702580,0.600
1,1080967713,0.370
0,1082618550,0.476
1,1085787094,0.457
1,1087999545,0.345
0,1087999626,0.433
1,1089815461,0.564
1,1090019717,0.363
0,1092539364,0.419
1,1095483900,0.361
1,1095517655,0.361
0,1095882892,0.616
0,1096250747,0.344
1,1096459035,0.770
0,1096719371,0.413
1,1096719388,0.453
0,1096792575,0.351
1,1096828068,0.509
0,1097364667,0.510
1,1097755013,0.381
1,1102331402,0.523
1,1102786468,0.455
0,1103541795,0.417
1,1103577257,0.761
0,1103680817,0.413
1,1103680866,0.459
0,1104722463,0.534
1,1104757690,0.746
1,1105076222,0.657
0,1105275628,0.322
0,1105404167,0.372
1,1105404217,0.394
1,1105881551,0.344
1,1106804499,0.619
0,1108016298,0.401
0,1108268378,0.375
0,1109128304,0.466
1,1109285407,0.542
1,1110167358,0.454
0,1110167423,0.728
0,1111031250,0.414
1,1111174517,0.435
0,1111174564,0.492
1,1112481752,0.413
0,1112626637,0.365
0,1113390340,0.413
1,1114967548,0.618
0,1114967564,0.602
0,1116501644,0.409
1,1116875982,0.542
0,1116875982,0.547
0,1117170505,0.409
